session_id,user_query,url,source,title,snippet
5,"Witch desert was the Organ Pipe Cactus in
",https://www.pinterest.com/pin/105342078758771183/,NR,Desert Southwest | Travels in America's Southwestern Deserts ...,"A Zebra-tailed Lizard (Callisaurus draconoides)in Organ Pipe Cactus National Monument, Arizona."
5,"Witch desert was the Organ Pipe Cactus in
",https://specialtyproduce.com/produce/Organ_Pipe_Cactus_Fruit_13779.php,NR,Organ Pipe Cactus Fruit Information and Facts,Nutritional Value. Organ Pipe cactus has predominately been used as a source of calories and hydration in the desert regions where it has long been grown. Organ ...
5,"Witch desert was the Organ Pipe Cactus in
",https://sonoranwitch.tumblr.com/,NR,Desert Witchcraft on Tumblr,"... and the occasional picture. If it has to do with Desert-based green witchcraft, it'll be here. ... Organ Pipe Cactus National Monument, Arizona."
5,"Witch desert was the Organ Pipe Cactus in
",https://www.wildflower.org/plants/result.php?id_plant=STTH3,NR,Stenocereus thurberi (Organpipe cactus) | Native Plants of North ...,"Oct 6, 2010 ... This cactus branches at the base, which gives the stems the appearance of organ pipes. Since these sentinels of the desert are very ..."
6,"the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it
",https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,NR,Organ Pipe Cactus National Monument - Wikipedia,"The first 30-foot (9.1 m) panels of a new Arizona, US-Mexico border wall were installed in August 2019 on a two-mile (3.2 km) stretch of Organ Pipe Cactus ..."
6,"the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it
",https://www.nps.gov/orpi/planyourvisit/safety.htm,NR,Safety - Organ Pipe Cactus National Monument (U.S. National Park ...,"Jan 12, 2023 ... The desert is a land of extreme temperatures: usually above 100F in the summer, and lows of 30F-40F in winter. Having the right equipment is ..."
6,"the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it
",https://www.usatoday.com/border-wall/story/immigration-mexico-border-deaths-organ-pipe-cactus/608910001/,NR,"Border crossers, and the desert that claims them","Border crossings: A deadly desert: More barriers along the Mexican border can force illegal immigrants to ... Organ Pipe Cactus National Monument, Arizona."
6,"the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it
",https://en.unesco.org/biosphere/eu-na/organ-pipe-cactus,NR,"Organ Pipe Cactus Biosphere Reserve, United States of America",Organ Pipe Cactus Biosphere Reserve and National Monument is situated in the Sonoran desert in southwestern Arizona at the border to Mexico.
6,"the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it
",https://www.theguardian.com/us-news/2015/oct/15/organ-pipe-national-monument-migrants-mexico,NR,Arizona's Organ Pipe park is a 'paradise' for tourists but a death trap ...,"Oct 15, 2015 ... Arizona's Sonoran Desert and Organ Pipe Cactus National Monument ... “We had this Mexican family who called us for months asking if we knew ..."
7,"when was the last time the capulin volcano erupted 
",https://earthobservatory.nasa.gov/images/88581/capulin-volcano-national-monument,NR,Capulin Volcano National Monument,"Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller ..."
7,"when was the last time the capulin volcano erupted 
",https://www.nps.gov/cavo/learn/nature/geologicactivity.htm,NR,Geologic Activity - Capulin Volcano National Monument (U.S. ...,"Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around ..."
7,"when was the last time the capulin volcano erupted 
",https://nmnaturalhistory.org/volcanoes/raton-clayton-volcanic-field-capulin-volcano,NR,Raton-Clayton Volcanic Field: Capulin Volcano | New Mexico ...,"Recent work by geologists from the College of Santa Fe, Northern Arizona University, and the Park Service (Sayre et al, 1995; Stroud, 1996), yielded age dates ..."
7,"when was the last time the capulin volcano erupted 
",https://www.nps.gov/articles/nps-geodiversity-atlas-capulin-volcano-national-monument-new-mexico.htm,NR,"NPS Geodiversity Atlas—Capulin Volcano National Monument, New ...","Feb 9, 2022 ... The eruption of Capulin Volcano occurred about 55,000 years ago (Pleistocene Epoch) toward the end of the most recent phase of volcanism in ..."
7,"when was the last time the capulin volcano erupted 
",https://newmexiconomad.com/capulin-volcano/,NR,New Mexico National Monuments : Capulin Volcano,"Based on field work by geologists from the College of Santa Fe, Northern Arizona University, and the National Park Service, Capulin initially erupted about ..."
8,"how many people died in the johnstown flood
",https://www.census.gov/history/www/homepage_archive/2019/may_2019.html,NR,May 2019 - History - U.S. Census Bureau,"Around 3:00 p.m., on May 31, the earthen barrier failed and sent a massive wave of destruction through the villages of the Conemaugh Valley, including Johnstown ..."
8,"how many people died in the johnstown flood
",https://www.jaha.org/attractions/johnstown-flood-museum/flood-history/facts-about-the-1889-flood/,NR,Facts about the 1889 Flood - Johnstown Area Heritage Association,"Statistics about the great disaster · 2,209 people died. · 99 entire families died, including 396 children · 124 women and 198 men were left widowed. · More than ..."
8,"how many people died in the johnstown flood
",https://www.nps.gov/jofl/faqs.htm,NR,Frequently Asked Questions - Johnstown Flood National Memorial ...,"Mar 12, 2022 ... What was the official death toll from the 1889 Johnstown Flood? In a list printed about fourteen months after the Flood, the death toll was ..."
8,"how many people died in the johnstown flood
",https://www.history.com/this-day-in-history/the-johnstown-flood,NR,"Over 2,000 die in the Johnstown Flood - HISTORY","The South Fork Dam in Pennsylvania collapses on May 31, 1889, causing the Johnstown Flood, killing more than 2,200 people. Johnstown is 60 miles east of ..."
8,"how many people died in the johnstown flood
",https://en.wikipedia.org/wiki/Johnstown_Flood,NR,Johnstown Flood - Wikipedia,"His warning saved many people who reached high ground. When the flood hit, it picked up the still-moving locomotive off the tracks and floated it aside; Hess ..."
9,"what is the desert in arizona that the organ pip cactus is held in
",https://www.nps.gov/orpi/learn/nature/plants.htm,NR,The GREEN Desert - Organ Pipe Cactus National Monument (U.S. ...,"Feb 24, 2015 ... Organ Pipe Cactus National Monument preserves over 330,000 acres of green, ... being held at the Desert Botanical Garden in Phoenix, AZ."
9,"what is the desert in arizona that the organ pip cactus is held in
",https://www.desertmuseum.org/center/salttrails.php,NR,The Ancient Salt Trails and Oases Project,"Connecting the Past to the Present. Marie Long & Jesús Manuel García-Yánez, Arizona-Sonora Desert Museum, Peter Holm, Organ Pipe Cactus National Monument, ..."
9,"what is the desert in arizona that the organ pip cactus is held in
",https://www.nps.gov/orpi/learn/nature/saguaro-cactus.htm,NR,Saguaro Cactus - Organ Pipe Cactus National Monument (U.S. ...,"Jan 6, 2016 ... As a desert indicator species, the range of the saguaro cactus is limited to southern Arizona. Saguaro cactus will grow from sea level to ..."
9,"what is the desert in arizona that the organ pip cactus is held in
",https://theintercept.com/2019/11/24/arizona-border-wall-native-activists/,NR,Native Activists in Arizona Resist Trump's Border Wall,"Nov 24, 2019 ... In the heart of the Sonoran Desert, a coalition of borderlands ... Broken saguaro cacti on the ground of Organ Pipe Cactus National Monument ..."
9,"what is the desert in arizona that the organ pip cactus is held in
",https://www.nps.gov/orpi/learn/nature/biosphere.htm,NR,Organ Pipe Cactus International Biosphere Reserve - Organ Pipe ...,"Sep 6, 2016 ... The reserves would conserve samples of the world's ecosystems such as a tropical forest, prairie grassland, coral reef, river system, or desert."
10,"organ pipe cactus national monument
",https://www.nps.gov/orpi/,NR,Organ Pipe Cactus National Monument (U.S. National Park Service),"Jan 29, 2021 ... Look closely. Look again. The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving ..."
10,"organ pipe cactus national monument
",https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,NR,Organ Pipe Cactus National Monument - Wikipedia,Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with ...
10,"organ pipe cactus national monument
",https://www.nps.gov/orpi/planyourvisit/camping.htm,NR,Camping - Organ Pipe Cactus National Monument (U.S. National ...,"Jan 12, 2023 ... Awaken with a blazing sunrise and hike one of the trails that begin at the campgrounds. Campsites at Twin Peaks Campground (including the group ..."
10,"organ pipe cactus national monument
",https://www.nationalparks.org/explore/parks/organ-pipe-cactus-national-monument,NR,Organ Pipe Cactus National Monument,"Dec 13, 2022 ... Organ Pipe Cactus National Monument celebrates the life and landscape of the Sonoran Desert. In this desert wilderness, you may drive a lonely ..."
10,"organ pipe cactus national monument
",https://www.nps.gov/orpi/planyourvisit/basicinfo.htm,NR,Basic Information - Organ Pipe Cactus National Monument (U.S. ...,"Jan 20, 2023 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument ..."
11,"what country is the roosevelt campobello in
",https://www.rooseveltcampobello.org/,NR,Roosevelt Campobello International Park,"Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of ..."
11,"what country is the roosevelt campobello in
",https://www.nps.gov/roca/,NR,Roosevelt Campobello International Park (U.S. National Park Service),"Feb 19, 2016 ... Roosevelt's ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his ..."
11,"what country is the roosevelt campobello in
",https://en.wikipedia.org/wiki/Roosevelt_Campobello_International_Park,NR,Roosevelt Campobello International Park - Wikipedia,Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the ...
11,"what country is the roosevelt campobello in
",https://www.nps.gov/nr/travel/presidents/roosevelts_campobello.html,NR,Roosevelt's Campobello--Presidents: A Discover Our Shared ...,Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and ...
11,"what country is the roosevelt campobello in
",http://npshistory.com/publications/roca/index.htm,NR,Park Archives: Roosevelt Campobello International Park,"In FDR's affections, Campobello Island ranked second only to Hyde Park. ... future through the commitment of the citizens and governments of both countries."
12,"everglades national park
",https://www.nps.gov/ever/,NR,Everglades National Park (U.S. National Park Service),"Jan 9, 2023 ... Everglades National Park protects an unparalleled landscape that provides important habitat for numerous rare and endangered species like ..."
12,"everglades national park
",https://en.wikipedia.org/wiki/Everglades_National_Park,NR,Everglades National Park - Wikipedia,Everglades National Park is an American national park that protects the southern twenty percent of the original Everglades in Florida. The park is the ...
12,"everglades national park
",https://www.nps.gov/ever/planyourvisit/index.htm,NR,Plan Your Visit - Everglades National Park (U.S. National Park ...,"Jan 9, 2023 ... Welcome to Everglades National Park! ... The Everglades is an expansive area of land in south Florida, which consists of 1.5 million acres of ..."
12,"everglades national park
",https://www.nationalparks.org/explore/parks/everglades-national-park,NR,Everglades National Park,"Everglades National Park is only a one-hour drive from the hustle and bustle of Miami, but a world away. The park encompasses 1.5 million acres of tropical and ..."
12,"everglades national park
",https://www.nps.gov/ever/planyourvisit/things2do.htm,NR,Things To Do - Everglades National Park (U.S. National Park Service),"Jan 9, 2023 ... Everglades National Park is the third largest park in the lower 48 states, covering 2,400 square miles! ... There is no shortage of activities for ..."
13,"what country  is the Roosevelt Campobello international park in
",https://www.rooseveltcampobello.org/,NR,Roosevelt Campobello International Park,"Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of ..."
13,"what country  is the Roosevelt Campobello international park in
",https://www.nps.gov/roca/,NR,Roosevelt Campobello International Park (U.S. National Park Service),"Feb 19, 2016 ... Today Roosevelt Campobello International Park serves as a memorial to FDR and a symbol of cooperation between the U.S. and Canada."
13,"what country  is the Roosevelt Campobello international park in
",https://www.rooseveltcampobello.org/about-visitor-information,NR,Visitor Information — Roosevelt Campobello International Park,"Campobello Island is located in the province of New Brunswick, Canada, and if travelling via the FDR International Bridge from Lubec, Maine, it is necessary to ..."
13,"what country  is the Roosevelt Campobello international park in
",https://en.wikipedia.org/wiki/Roosevelt_Campobello_International_Park,NR,Roosevelt Campobello International Park - Wikipedia,"Roosevelt Campobello International Park preserves the house and surrounding landscape of the summer retreat of Franklin D. Roosevelt, Eleanor Roosevelt and ..."
13,"what country  is the Roosevelt Campobello international park in
",https://www.nps.gov/nr/travel/presidents/roosevelts_campobello.html,NR,Roosevelt's Campobello--Presidents: A Discover Our Shared ...,Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and ...
14,"what is the name of the organ pipe cactis desert
",https://www.nps.gov/orpi/,NR,Organ Pipe Cactus National Monument (U.S. National Park Service),"Jan 29, 2021 ... Life Abounds in the Sonoran Desert ... Look closely. Look again. The sights and sounds of Organ Pipe Cactus National Monument, an International ..."
14,"what is the name of the organ pipe cactis desert
",https://uapress.arizona.edu/book/the-organ-pipe-cactus,NR,Organ Pipe Cactus | UAPress,"... pipe cactus got its name. In the United States, these spectacular and intriguing plants are found exclusively in a small area of the Sonoran Desert in ..."
14,"what is the name of the organ pipe cactis desert
",https://www.nps.gov/orpi/learn/nature/organ-pipe-cactus.htm,NR,Organ Pipe Cactus,"Feb 24, 2015 ... The organ pipe cactus is a wonderful example of the adaptations that cacti need to flourish in the Sonoran Desert. Like its fellow cacti and ..."
14,"what is the name of the organ pipe cactis desert
",https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,NR,Organ Pipe Cactus National Monument - Wikipedia,Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with ...
14,"what is the name of the organ pipe cactis desert
",https://www.nps.gov/orpi/upload/Desert-Ranger-Guide.pdf,NR,Desert Ranger Guide 4 21.indd,"At first glance Organ Pipe Cactus National. Monument, in the heart of the Sonoran Desert, may appear to be empty terrain. But with a little patience you will ..."
15,"when was last time time volcano erupted in new mexico
",https://earthobservatory.nasa.gov/images/88581/capulin-volcano-national-monument,NR,Capulin Volcano National Monument,"Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller ..."
15,"when was last time time volcano erupted in new mexico
",https://geoinfo.nmt.edu/faq/volcanoes/,NR,FAQ: Volcanoes,"May 4, 2022 ... There have been more than 700 volcanic eruptions in New Mexico in the last 5 million years . The eruptive styles range from dangerously ..."
15,"when was last time time volcano erupted in new mexico
",https://nmnaturalhistory.org/volcanoes/new-mexico-land-volcanoes,NR,New Mexico: Land of Volcanoes | New Mexico Museum of Natural ...,The region remains tectonically active so continued volcanic eruptions separated by significant intervals (1000s of years) are likely. Volcanism in New Mexico ...
15,"when was last time time volcano erupted in new mexico
",https://www.nmnaturalhistory.org/online-exhibits-geoscience/volcanoes-new-mexico,NR,The Volcanoes of New Mexico | New Mexico Museum of Natural ...,Capulin Volcano National Monument · El Malpais National Monument and Zuni Bandera Volcanic Field · Petroglyph National Monument · Rio Puerco Volcanic Necks · Valles ...
15,"when was last time time volcano erupted in new mexico
",https://www.nps.gov/articles/nps-geodiversity-atlas-capulin-volcano-national-monument-new-mexico.htm,NR,"NPS Geodiversity Atlas—Capulin Volcano National Monument, New ...","Feb 9, 2022 ... Capulin Volcano erupted during the Capulin phase. ... At the time of cone building, prevailing southwesterly winds caused more cinders to ..."
16,"when was last time capulin erupted
",https://earthobservatory.nasa.gov/images/88581/capulin-volcano-national-monument,NR,Capulin Volcano National Monument,"Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller ..."
16,"when was last time capulin erupted
",https://www.nps.gov/cavo/learn/nature/geologicactivity.htm,NR,Geologic Activity - Capulin Volcano National Monument (U.S. ...,"Mar 10, 2022 ... Capulin Volcano is a cinder cone volcano that erupted into existence around 60,000 years ago. After its eruption ended, Capulin Volcano became ..."
16,"when was last time capulin erupted
",https://nmnaturalhistory.org/volcanoes/raton-clayton-volcanic-field-capulin-volcano,NR,Raton-Clayton Volcanic Field: Capulin Volcano | New Mexico ...,"It is similar in size and morphology, and probably eruptive characteristics, to Paricutin volcano, Mexico which erupted in 1943. A detailed study of Capulin ( ..."
16,"when was last time capulin erupted
",https://www.nps.gov/cavo/learn/nature/volcanic-fields.htm,NR,Volcanic Fields - Capulin Volcano National Monument (U.S. ...,"Apr 20, 2020 ... Eruptions in the RCVF began approximately 9 million years ago, with Capulin's eruption taking place between 56,000 and 62,000 years ago."
16,"when was last time capulin erupted
",https://newmexiconomad.com/capulin-volcano/,NR,New Mexico National Monuments : Capulin Volcano,"The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions. Overall, the RCVF is considered dormant and individual volcanic ..."
17,"how many people died during pennsylvania flood
",https://www.census.gov/history/www/homepage_archive/2019/may_2019.html,NR,May 2019 - History - U.S. Census Bureau,"When the water subsided, 2,208 people were dead, making the ""Johnstown Flood"" the deadliest disaster in U.S. history until the 1900 Galveston Hurricane."
17,"how many people died during pennsylvania flood
",https://www.nps.gov/jofl/faqs.htm,NR,Frequently Asked Questions - Johnstown Flood National Memorial ...,"Mar 12, 2022 ... In a list printed about fourteen months after the Flood, the death toll was set at 2,209. While that number was carefully derived, for a variety ..."
17,"how many people died during pennsylvania flood
",https://www.history.com/this-day-in-history/the-johnstown-flood,NR,"Over 2,000 die in the Johnstown Flood - HISTORY","The South Fork Dam in Pennsylvania collapses on May 31, 1889, causing the Johnstown Flood, killing more than 2,200 people. Johnstown is 60 miles east of ..."
17,"how many people died during pennsylvania flood
",https://www.jaha.org/attractions/johnstown-flood-museum/flood-history/1936-1977-floods/,NR,1936 & 1977 Floods - Johnstown Area Heritage Association,"About two dozen people died in the flood, while 77 buildings were destroyed– nearly 3,000 more were severely damaged. Property damages were estimated at $41 ..."
17,"how many people died during pennsylvania flood
",https://www.weather.gov/safety/flood-states-pa,NR,Flooding in Pennsylvania,"Significant Pennsylvania Floods · +The Great Flood of 1889—Johnstown, PA · +The St. Patrick's Day Floods, March 17-20, 1936 · +Agnes Flooding—June 22-25, 1972 · + ..."
18,"where are oregon pipe cactuses located in arizona
",https://www.nps.gov/orpi/,NR,Organ Pipe Cactus National Monument (U.S. National Park Service),"Jan 29, 2021 ... Look closely. Look again. The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving ..."
18,"where are oregon pipe cactuses located in arizona
",https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,NR,Organ Pipe Cactus National Monument - Wikipedia,Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with ...
18,"where are oregon pipe cactuses located in arizona
",https://www.nps.gov/orpi/planyourvisit/maps.htm,NR,Maps - Organ Pipe Cactus National Monument (U.S. National Park ...,"Jan 20, 2023 ... Arizona NPS Sites. The Arizona's National Park Service Units map features the NPS sites and their locations found throughout the state. Visit ..."
18,"where are oregon pipe cactuses located in arizona
",https://uapress.arizona.edu/book/the-organ-pipe-cactus,NR,Organ Pipe Cactus | UAPress,"In the United States, these spectacular and intriguing plants are found exclusively in a small area of the Sonoran Desert in the southwestern corner of Arizona."
18,"where are oregon pipe cactuses located in arizona
",https://www.nps.gov/orpi/planyourvisit/camping.htm,NR,Camping - Organ Pipe Cactus National Monument (U.S. National ...,"Jan 12, 2023 ... It has 4 tent-only sites that are surrounded by a quiet desert landscape. Water is not available and fires are not permitted. Camping permits ..."
19,"organ pipe cactus what is the name of the desert
",https://www.nps.gov/articles/organ-pipe-cactus.htm,NR,Organ Pipe Cactus (U.S. National Park Service),"Oct 3, 2016 ... More abundant in thrornscrub and tropical deciduous forests, organ pipes also grow in marginal desert habitat. Within the United States, Organ ..."
19,"organ pipe cactus what is the name of the desert
",https://uapress.arizona.edu/book/the-organ-pipe-cactus,NR,Organ Pipe Cactus | UAPress,"... pipe cactus got its name. In the United States, these spectacular and intriguing plants are found exclusively in a small area of the Sonoran Desert in ..."
